식품명,식품대분류명,대표식품명,식품중분류명
와플_젤라또와플,빵 및 과자류,와플,해당없음
와플_체다치즈크로플,빵 및 과자류,와플,해당없음
와플_초코벌집,빵 및 과자류,와플,해당없음
와플_초코범벅젤라또와플,빵 및 과자류,와플,해당없음
와플_초코아몬드와플,빵 및 과자류,와플,해당없음
와플_초코와플,빵 및 과자류,와플,해당없음
와플_초코와플,빵 및 과자류,와플,해당없음
와플_초코와플&젤라또,빵 및 과자류,와플,해당없음
와플_초코칩와플,빵 및 과자류,와플,해당없음
와플_초코카라멜 크로플,빵 및 과자류,와플,해당없음
와플_초코카라멜와플,빵 및 과자류,와플,해당없음
와플_치즈범벅와플,빵 및 과자류,와플,해당없음
와플_치즈케이크&크랜베리와플,빵 및 과자류,와플,해당없음
와플_치즈케이크누텔라젤라또와플,빵 및 과자류,와플,해당없음
와플_치즈크로플,빵 및 과자류,와플,해당없음
와플_카라멜 시나몬 크로플바,빵 및 과자류,와플,해당없음
와플_카라멜 와플,빵 및 과자류,와플,해당없음
와플_카라멜월넛와플,빵 및 과자류,와플,해당없음
와플_카야 크로플,빵 및 과자류,와플,해당없음
와플_카야잼와플,빵 및 과자류,와플,해당없음
와플_커스타드와플,빵 및 과자류,와플,해당없음
와플_콘치즈와플,빵 및 과자류,와플,해당없음
와플_콤비네이션와플,빵 및 과자류,와플,해당없음
와플_크런치딸기잼와플,빵 및 과자류,와플,해당없음
와플_크런치딸기잼젤라또와플,빵 및 과자류,와플,해당없음
와플_크로플,빵 및 과자류,와플,해당없음
와플_크림와플,빵 및 과자류,와플,해당없음
와플_크림젤라또와플,빵 및 과자류,와플,해당없음
와플_크림치즈,빵 및 과자류,와플,해당없음
와플_크림치즈 와플,빵 및 과자류,와플,해당없음
와플_크림치즈딸기와플,빵 및 과자류,와플,해당없음
와플_크림치즈와플,빵 및 과자류,와플,해당없음
와플_크림통팥와플,빵 및 과자류,와플,해당없음
와플_클래식 마롱 와플,빵 및 과자류,와플,해당없음
와플_클래식 블루베리 와플,빵 및 과자류,와플,해당없음
와플_클래식 플레인 와플,빵 및 과자류,와플,해당없음
와플_토피넛 아이스크림 크로플,빵 및 과자류,와플,해당없음
와플_토피넛 크로플,빵 및 과자류,와플,해당없음
와플_통망고와플,빵 및 과자류,와플,해당없음
와플_통블루베리와플,빵 및 과자류,와플,해당없음
와플_통사과와플,빵 및 과자류,와플,해당없음
와플_트리플 치즈 크로플,빵 및 과자류,와플,해당없음
와플_티라미수,빵 및 과자류,와플,해당없음
와플_티라미수와플,빵 및 과자류,와플,해당없음
와플_파인애플와플,빵 및 과자류,와플,해당없음
와플_팥스노우와플,빵 및 과자류,와플,해당없음
와플_페퍼로리와플,빵 및 과자류,와플,해당없음
와플_프레인 와플,빵 및 과자류,와플,해당없음
와플_프렌치아이스크림,빵 및 과자류,와플,해당없음
와플_플레인,빵 및 과자류,와플,해당없음
와플_플레인 와플,빵 및 과자류,와플,해당없음
와플_플레인 크로플,빵 및 과자류,와플,해당없음
와플_플레인 크로플,빵 및 과자류,와플,해당없음
와플_플레인 크로플,빵 및 과자류,와플,해당없음
와플_플레인 크로플,빵 및 과자류,와플,해당없음
와플_플레인 크로플바,빵 및 과자류,와플,해당없음
와플_플레인시나몬 크로플,빵 및 과자류,와플,해당없음
와플_플레인와플,빵 및 과자류,와플,해당없음
와플_플레인와플,빵 및 과자류,와플,해당없음
와플_플레인와플&젤라또,빵 및 과자류,와플,해당없음
와플_플레인크로플,빵 및 과자류,와플,해당없음
와플_플레인크로플,빵 및 과자류,와플,해당없음
와플_허니브레드와플,빵 및 과자류,와플,해당없음
완자전_돼지고기,전·적 및 부침류,완자전,돼지고기
완자전_소고기,전·적 및 부침류,완자전,소고기
완자전_소고기(동그랑땡/육원전),전·적 및 부침류,완자전,소고기(동그랑땡/육원전)
완자전_참치,전·적 및 부침류,완자전,참치
완자전_해물,전·적 및 부침류,완자전,해물
요구르트(액상)_그래놀라 요거트,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_그릭요거트,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_딸기 가득 요거트 병음료,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_딸기요거트,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_마시는요거트 딸기,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_마시는요거트 블루베리,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_마시는요거트 플레인,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_망고 요구르트+화이트펄 (J),유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_망고 요구르트+화이트펄 (L),유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_망고요거트,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_망고요구르트 (J),유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_망고요구르트 (L),유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_블루베리 요거트,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_블루베리 요거트 병음료,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_자몽요구르트 (J),유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_자몽요구르트 (L),유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_치아씨드 요거트 병음료,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(액상)_플레인요거트,유제품류 및 빙과류,요구르트(액상),해당없음
요구르트(호상)_그릭요거 망고놀라,유제품류 및 빙과류,요구르트(호상),해당없음
요구르트(호상)_오가닉 그릭 요거트 플레인,유제품류 및 빙과류,요구르트(호상),해당없음
요구르트(호상)_오가닉 프로틴 그릭 요거트 & 그래놀라,유제품류 및 빙과류,요구르트(호상),해당없음
요구르트(호상)_플레인그릭요거트,유제품류 및 빙과류,요구르트(호상),해당없음
요구르트(호상)_허니바나나그릭요거트,유제품류 및 빙과류,요구르트(호상),해당없음
우거지나물무침,나물·숙채류,우거지나물무침,해당없음
우동,면 및 만두류,우동,해당없음
우동,면 및 만두류,우동,해당없음
우동,면 및 만두류,우동,해당없음
우동,면 및 만두류,우동,해당없음
우동_간편조리세트_쫄우동,면 및 만두류,우동,해당없음
우동_김치,면 및 만두류,우동,김치
우동_배추김치,면 및 만두류,우동,배추김치
우동_삼선,면 및 만두류,우동,삼선
우동_일식,면 및 만두류,우동,일식
우동_일식,면 및 만두류,우동,일식
우동_중식,면 및 만두류,우동,중식
우동_해물,면 및 만두류,우동,해물
우동볶음,면 및 만두류,우동볶음,해당없음
우럭회덮밥_양념장,밥류,우럭회덮밥,양념장
우롱차_우롱티 아이스(ICED),음료 및 차류,우롱차,해당없음
우롱차_우롱티 아이스(ICED) (J),음료 및 차류,우롱차,해당없음
우롱차_우롱티 아이스(ICED) (L),음료 및 차류,우롱차,해당없음
우롱차_우롱티 핫(HOT) (J),음료 및 차류,우롱차,해당없음
우롱차_우롱티 핫(HOT) (L),음료 및 차류,우롱차,해당없음
우롱차_피치우롱 아이스(ICED),음료 및 차류,우롱차,해당없음
우롱차_피치우롱 핫(HOT),음료 및 차류,우롱차,해당없음
우엉조림,조림류,우엉조림,해당없음
우엉조림,조림류,우엉조림,해당없음
우엉조림,조림류,우엉조림,해당없음
우엉조림,조림류,우엉조림,해당없음
우유_딸기,유제품류 및 빙과류,우유,딸기
우유_스팀 우유 (Tall),유제품류 및 빙과류,우유,해당없음
우유_우유 (Tall),유제품류 및 빙과류,우유,해당없음
울면,면 및 만두류,울면,해당없음
울면,면 및 만두류,울면,해당없음
월남쌈,면 및 만두류,월남쌈,해당없음
월남쌈_간편조리세트_불고기월남쌈,면 및 만두류,월남쌈,해당없음
월남쌈_간편조리세트_소고기야채말이,면 및 만두류,월남쌈,해당없음
월남쌈_간편조리세트_훈제오리월남쌈,면 및 만두류,월남쌈,해당없음
웨이퍼_크리스피초콜릿웨이퍼,빵 및 과자류,웨이퍼,해당없음
유과,빵 및 과자류,유과,해당없음
유부국,국 및 탕류,유부국,해당없음
유산슬,볶음류,유산슬,해당없음
유산슬,볶음류,유산슬,해당없음
유자차_고흥 유자 레몬 캐모마일 티,음료 및 차류,유자차,해당없음
유자차_고흥 유자차 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_고흥 유자차 핫(HOT),음료 및 차류,유자차,해당없음
유자차_고흥유자 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_고흥유자 핫(HOT),음료 및 차류,유자차,해당없음
유자차_맑은 유자 플럼 티,음료 및 차류,유자차,해당없음
유자차_사과유자차,음료 및 차류,유자차,해당없음
유자차_사과유자차 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_사과유자차 핫(HOT),음료 및 차류,유자차,해당없음
유자차_상그리아 유자 티 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_상그리아 유자 티 핫(HOT),음료 및 차류,유자차,해당없음
유자차_유자 민트 티 아이스(ICED) (Tall),음료 및 차류,유자차,해당없음
유자차_유자 민트 티 핫(HOT) (Tall),음료 및 차류,유자차,해당없음
유자차_유자 차 아이스(ICED) (L),음료 및 차류,유자차,해당없음
유자차_유자 차 핫(HOT) (L),음료 및 차류,유자차,해당없음
유자차_유자 캐모마일 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_유자 캐모마일 핫(HOT),음료 및 차류,유자차,해당없음
유자차_유자 티,음료 및 차류,유자차,해당없음
유자차_유자 피나콜라다,음료 및 차류,유자차,해당없음
유자차_유자 피나콜라다 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_유자 피나콜라다 핫(HOT),음료 및 차류,유자차,해당없음
유자차_유자레몬티  핫(HOT) (R),음료 및 차류,유자차,해당없음
유자차_유자레몬티 아이스(ICED) (R),음료 및 차류,유자차,해당없음
유자차_유자레몬티 핫(HOT) (L),음료 및 차류,유자차,해당없음
유자차_유자차,음료 및 차류,유자차,해당없음
유자차_유자차,음료 및 차류,유자차,해당없음
유자차_유자차 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_유자차 핫(HOT),음료 및 차류,유자차,해당없음
유자차_유자티,음료 및 차류,유자차,해당없음
유자차_유자티 아이스(ICED),음료 및 차류,유자차,해당없음
유자차_유자티 핫(HOT),음료 및 차류,유자차,해당없음
유채김치,김치류,유채김치,해당없음
유채나물,나물·숙채류,유채나물,해당없음
유채나물_간장_소금,나물·숙채류,유채나물,간장
유채나물_간장_소금,나물·숙채류,유채나물,간장
유채나물_된장,나물·숙채류,유채나물,된장
유채물김치,김치류,유채물김치,해당없음
육개장,국 및 탕류,육개장,해당없음
육개장_닭고기,국 및 탕류,육개장,닭고기
육개장_소고기,국 및 탕류,육개장,소고기
육탕,국 및 탕류,육탕,해당없음
육회,수·조·어·육류,육회,해당없음
율무밥,밥류,율무밥,해당없음
율무밥,밥류,율무밥,해당없음
율무죽,죽 및 스프류,율무죽,해당없음
인절미,빵 및 과자류,인절미,해당없음
