식품명,식품대분류명,대표식품명,식품중분류명
아이스크림_이상한나라의솜사탕,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_자모카아몬드훠지,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_자바 칩 바닐라 아포가토,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_자바 칩 유기농 아이스크림 바닐라,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_자바 칩 유기농 아이스크림 초콜릿,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_자바 칩 초콜릿 아포가토,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_제주녹차 (더블),유제품류 및 빙과류,아이스크림,해당없음
아이스크림_제주녹차 (싱글),유제품류 및 빙과류,아이스크림,해당없음
아이스크림_쫀떡궁합,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_찰떡꽁떡,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_찰떡팥 젤라또 (더블),유제품류 및 빙과류,아이스크림,해당없음
아이스크림_찰떡팥 젤라또 (싱글),유제품류 및 빙과류,아이스크림,해당없음
아이스크림_체리라떼 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_체리쥬빌레,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_체리쥬빌레레디팩,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초코나무숲,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초코렛,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초코렛 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초코릿 엑스타시 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초코크런치 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초콜릿,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초콜릿 아포가토,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초콜릿무스,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_초콜릿파르페 아이스(ICED) (Short),유제품류 및 빙과류,아이스크림,해당없음
아이스크림_카라멜,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_카라멜 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_카초멜리아,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_카초멜리아 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_카페 모카 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_카페 에스프레소 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_카페모카,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_콜드브루 리코타치즈 아포가토 디카페인,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_콜드브루 바닐라 아포가토 디카페인,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_쿠키 & 크림 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_쿠키&크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_쿠키앤크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_쿠키앤크림 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_크리미 요거트 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_크리미요거트,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_키위 아이스드림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_트리플민초레디팩,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_티라미수,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_티라미수 밀크 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_티라미수 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_티라미수 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_프룻포레스트 요거트 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_플레인 밀크 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_플레인 요거트 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_플레인 요거트 아이스크림(2인),유제품류 및 빙과류,아이스크림,해당없음
아이스크림_피넛버터 & 젤리 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_피넛버터&젤리,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_피스타치오아몬드,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_한입 요거트 딸기,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_한입 요거트 망고,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_한입 요거트 복숭아,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_한입 요거트 트로피칼,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_한입 요거트 파인애플,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_허니 레몬 젤라또,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_허니레몬,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_헤이즐넛초콜렛,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_호키포키 바닐라 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_홍시 아이스드림,유제품류 및 빙과류,아이스크림,해당없음
아이스크림_화이트초콜릿라즈베리 아이스크림,유제품류 및 빙과류,아이스크림,해당없음
아이스티_달콤아이스티,음료 및 차류,아이스티,해당없음
아이스티_달콤아이스티 아이스(ICED) (빽사이즈),음료 및 차류,아이스티,해당없음
아이스티_라즈베리 아이스티 (R),음료 및 차류,아이스티,해당없음
아이스티_라즈베리 아이스티 (V),음료 및 차류,아이스티,해당없음
아이스티_레몬 아이스티,음료 및 차류,아이스티,해당없음
아이스티_레몬 아이스티,음료 및 차류,아이스티,해당없음
아이스티_레몬 아이스티 (EX),음료 및 차류,아이스티,해당없음
아이스티_레몬 크러쉬 아이스티 (XL),음료 및 차류,아이스티,해당없음
아이스티_리치 히비 빅 아이스티 (V),음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티,음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티,음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티,음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티,음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티,음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티 (EX),음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티 (L),음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티 (R),음료 및 차류,아이스티,해당없음
아이스티_복숭아 아이스티 (V),음료 및 차류,아이스티,해당없음
아이스티_복숭아 크러쉬 아이스티 (XL),음료 및 차류,아이스티,해당없음
아이스티_복숭아아이스티 아이스(ICED),음료 및 차류,아이스티,해당없음
아이스티_샤인 매실 아이스티,음료 및 차류,아이스티,해당없음
아이스티_아이스티,음료 및 차류,아이스티,해당없음
아이스티_아이스티샷추가 아샷추,음료 및 차류,아이스티,해당없음
아이스티_아이스티샷추가 아샷추 (빽사이즈),음료 및 차류,아이스티,해당없음
아이스티_청귤 자스민 빅 아이스티 (V),음료 및 차류,아이스티,해당없음
아이스티_청포도 민트 빅 아이스티 (V),음료 및 차류,아이스티,해당없음
아이스티_청포도 아이스티,음료 및 차류,아이스티,해당없음
아이스티_피치 우롱 빅 아이스티 (V),음료 및 차류,아이스티,해당없음
알밥,밥류,알밥,해당없음
알밥_간편조리세트_갑오징어알뚝밥,밥류,알밥,해당없음
알탕,찌개 및 전골류,알탕,해당없음
알탕_해물,찌개 및 전골류,알탕,해물
앙금빵_고구마앙금빵,빵 및 과자류,앙금빵,해당없음
앙금빵_마구마구고구마,빵 및 과자류,앙금빵,해당없음
앙금빵_앙금빵의 정석 망고,빵 및 과자류,앙금빵,해당없음
앙금빵_앙금빵의 정석 메론,빵 및 과자류,앙금빵,해당없음
앙금빵_앙버터라우겐,빵 및 과자류,앙금빵,해당없음
앙금빵_앙버터빵,빵 및 과자류,앙금빵,앙버터빵
앙금빵_완두앙금빵,빵 및 과자류,앙금빵,해당없음
앙금빵_완두앙금빵,빵 및 과자류,앙금빵,해당없음
앙금빵_완전소중한완두앙금빵,빵 및 과자류,앙금빵,해당없음
앙금빵_적앙금트위스트(갈비빵),빵 및 과자류,앙금빵,해당없음
앙금빵_찹쌀앙금빵,빵 및 과자류,앙금빵,해당없음
애호박볶음,볶음류,애호박볶음,해당없음
애호박전,전·적 및 부침류,애호박전,해당없음
애호박찜,찜류,애호박찜,해당없음
액상커피_커피가루(중량1g),음료 및 차류,액상커피,커피가루(중량1g)
액상커피_커피가루_설탕(중량2.7g),음료 및 차류,액상커피,커피가루
액상커피_커피가루_설탕_크림(중량12g),음료 및 차류,액상커피,커피가루
야채빵_야채넣은롤빵,빵 및 과자류,야채빵,해당없음
야채빵_양파꽃이피었습니다,빵 및 과자류,야채빵,해당없음
야채빵_올리브야채브레드,빵 및 과자류,야채빵,해당없음
야채빵_햄야채롤 (6개입),빵 및 과자류,야채빵,해당없음
야채빵_햄야채롤 (8개입),빵 및 과자류,야채빵,해당없음
약과,빵 및 과자류,약과,해당없음
약식,빵 및 과자류,약식,해당없음
양념게장,젓갈류,게장,양념
양념치킨,구이류,닭튀김(치킨),양념
양미리조림,조림류,양미리조림,해당없음
양장피,생채·무침류,양장피,해당없음
양파링튀김,튀김류,양파링튀김,해당없음
양파볶음,볶음류,양파볶음,해당없음
어묵국,국 및 탕류,어묵국,해당없음
어묵국(어묵탕)_고춧가루,국 및 탕류,어묵국(어묵탕),고춧가루
어묵국(어묵탕)_고춧가루 제외,국 및 탕류,어묵국(어묵탕),고춧가루 제외
어묵국(어묵탕)_고춧가루 제외,국 및 탕류,어묵국(어묵탕),고춧가루 제외
어묵볶음,볶음류,어묵볶음,해당없음
어묵볶음_어묵,볶음류,어묵볶음,어묵
어묵볶음_어묵_채소,볶음류,어묵볶음,어묵
어묵볶음_어묵_채소,볶음류,어묵볶음,어묵
어묵볶음_어묵_채소,볶음류,어묵볶음,어묵
어묵볶음_어묵_채소,볶음류,어묵볶음,어묵
어묵볶음_채소,볶음류,어묵볶음,채소
어묵조림,조림류,어묵조림,해당없음
어묵탕_간편조리세트_프리미엄 이자카야어묵탕,국 및 탕류,어묵탕,해당없음
어육소시지전,전·적 및 부침류,어육소시지전,해당없음
어죽,죽 및 스프류,어죽,해당없음
어탕,국 및 탕류,어탕,해당없음
얼갈이겉절이,생채·무침류,얼갈이겉절이,해당없음
얼갈이겉절이,생채·무침류,얼갈이겉절이,해당없음
얼갈이겉절이,생채·무침류,얼갈이겉절이,해당없음
얼갈이배추김치,김치류,얼갈이배추김치,해당없음
얼갈이배추김치,김치류,얼갈이배추김치,해당없음
에이드_그린애플 스파클링 에이드,음료 및 차류,에이드,해당없음
에이드_깔라만시 팝핑 (L),음료 및 차류,에이드,해당없음
에이드_깔라만시 팝핑 (R),음료 및 차류,에이드,해당없음
에이드_깔라만시에이드,음료 및 차류,에이드,해당없음
에이드_딸기 듬뿍 스파클링,음료 및 차류,에이드,해당없음
에이드_딸기 스파클링 에이드 아이스(ICED),음료 및 차류,에이드,해당없음
에이드_딸기 아사이 레모네이드 스타벅스 리프레셔  (Tall),음료 및 차류,에이드,해당없음
에이드_딸기레몬에이드,음료 및 차류,에이드,해당없음
에이드_딸기에이드 아이스(ICED),음료 및 차류,에이드,해당없음
에이드_라임민트에이드,음료 및 차류,에이드,해당없음
에이드_라임에이드,음료 및 차류,에이드,해당없음
에이드_라임에이드,음료 및 차류,에이드,해당없음
에이드_러브 미,음료 및 차류,에이드,해당없음
에이드_레드자몽 스파클링 에이드 아이스(ICED),음료 및 차류,에이드,해당없음
에이드_레모네이드 아이스(ICED),음료 및 차류,에이드,해당없음
에이드_레몬 스파클링 (L),음료 및 차류,에이드,해당없음
에이드_레몬 스파클링 (V),음료 및 차류,에이드,해당없음
에이드_레몬 스파클링 에이드,음료 및 차류,에이드,해당없음
에이드_레몬 에이드,음료 및 차류,에이드,해당없음
에이드_레몬 에이드,음료 및 차류,에이드,해당없음
에이드_레몬 에이드,음료 및 차류,에이드,해당없음
에이드_레몬 에이드 (EX),음료 및 차류,에이드,해당없음
에이드_레몬 에이드 (L),음료 및 차류,에이드,해당없음
에이드_레몬에이드,음료 및 차류,에이드,해당없음
에이드_레몬에이드,음료 및 차류,에이드,해당없음
에이드_레몬에이드,음료 및 차류,에이드,해당없음
에이드_레몬에이드,음료 및 차류,에이드,해당없음
에이드_리얼 에이드 레몬,음료 및 차류,에이드,해당없음
에이드_리얼 에이드 복숭아,음료 및 차류,에이드,해당없음
에이드_리얼 에이드 자몽,음료 및 차류,에이드,해당없음
에이드_마이 몽키,음료 및 차류,에이드,해당없음
에이드_메가에이드,음료 및 차류,에이드,해당없음
에이드_미초(석류)에이드,음료 및 차류,에이드,해당없음
에이드_배에이드,음료 및 차류,에이드,해당없음
에이드_복숭아 자두 스파클링,음료 및 차류,에이드,해당없음
에이드_복숭아에이드,음료 및 차류,에이드,해당없음
에이드_복숭아에이드 아이스(ICED) (L),음료 및 차류,에이드,해당없음
에이드_복숭아에이드 아이스(ICED) (Max),음료 및 차류,에이드,해당없음
에이드_블루레몬에이드,음료 및 차류,에이드,해당없음
에이드_블루레몬에이드,음료 및 차류,에이드,해당없음
에이드_블루레몬에이드,음료 및 차류,에이드,해당없음
에이드_블루베리 에이드,음료 및 차류,에이드,해당없음
에이드_블루파인에이드,음료 및 차류,에이드,해당없음
에이드_삼라봉에이드 아이스(ICED),음료 및 차류,에이드,해당없음
에이드_샤인 망고 에이드,음료 및 차류,에이드,해당없음
에이드_샤인머스캣 스파클링 에이드 아이스(ICED),음료 및 차류,에이드,해당없음
에이드_샤인머스캣 에이드,음료 및 차류,에이드,해당없음
에이드_샤인머스캣청포도에이드 아이스(ICED) (L),음료 및 차류,에이드,해당없음
에이드_샤인머스캣청포도에이드 아이스(ICED) (Max),음료 및 차류,에이드,해당없음
에이드_샹그리아 에이드,음료 및 차류,에이드,해당없음
에이드_선샤인청귤에이드 아이스(ICED) (L),음료 및 차류,에이드,해당없음
에이드_선샤인청귤에이드 아이스(ICED) (Max),음료 및 차류,에이드,해당없음
에이드_선샤인청사과에이드 아이스(ICED) (L),음료 및 차류,에이드,해당없음
에이드_선샤인청사과에이드 아이스(ICED) (Max),음료 및 차류,에이드,해당없음
에이드_선셋 에이드,음료 및 차류,에이드,해당없음
에이드_솔라에이드,음료 및 차류,에이드,해당없음
에이드_스위티 파이,음료 및 차류,에이드,해당없음
에이드_스파클링 고흥유자 레몬 캐모마일,음료 및 차류,에이드,해당없음
에이드_스파클링 망고,음료 및 차류,에이드,해당없음
에이드_스파클링 망고 캐모마일,음료 및 차류,에이드,해당없음
에이드_스파클링 베리,음료 및 차류,에이드,해당없음
에이드_스파클링 제주 레몬 스웨디쉬,음료 및 차류,에이드,해당없음
에이드_애플망고 선셋 티 에이드,음료 및 차류,에이드,해당없음
에이드_애플망고 스파클링 에이드,음료 및 차류,에이드,해당없음
에이드_오렌지 스파클링 에이드,음료 및 차류,에이드,해당없음
에이드_오렌지 크러쉬드 에이드,음료 및 차류,에이드,해당없음
에이드_오렌지에이드,음료 및 차류,에이드,해당없음
에이드_유니콘매직에이드 블루,음료 및 차류,에이드,해당없음
에이드_유니콘매직에이드 핑크,음료 및 차류,에이드,해당없음
에이드_유자레이드,음료 및 차류,에이드,해당없음
에이드_자두 에이드 (L),음료 및 차류,에이드,해당없음
에이드_자몽 스파클링 (L),음료 및 차류,에이드,해당없음
에이드_자몽 스파클링 (V),음료 및 차류,에이드,해당없음
에이드_자몽 스파클링 에이드,음료 및 차류,에이드,해당없음
에이드_자몽 에이드,음료 및 차류,에이드,해당없음
에이드_자몽 에이드,음료 및 차류,에이드,해당없음
에이드_자몽 에이드,음료 및 차류,에이드,해당없음
에이드_자몽 에이드 (EX),음료 및 차류,에이드,해당없음
에이드_자몽 에이드 (L),음료 및 차류,에이드,해당없음
에이드_자몽 파인 스파클링,음료 및 차류,에이드,해당없음
에이드_자몽 히비스커스 티 에이드 (L),음료 및 차류,에이드,해당없음
에이드_자몽에이드,음료 및 차류,에이드,해당없음
에이드_자몽에이드,음료 및 차류,에이드,해당없음
에이드_자몽에이드,음료 및 차류,에이드,해당없음
에이드_자몽에이드,음료 및 차류,에이드,해당없음
에이드_제주 한라봉 크러쉬드 에이드,음료 및 차류,에이드,해당없음
에이드_청포도 스파클링,음료 및 차류,에이드,해당없음
에이드_청포도 스파클링 (L),음료 및 차류,에이드,해당없음
에이드_청포도 스파클링 (V),음료 및 차류,에이드,해당없음
에이드_청포도 에이드,음료 및 차류,에이드,해당없음
에이드_청포도 에이드 (EX),음료 및 차류,에이드,해당없음
에이드_청포도 에이드 (L),음료 및 차류,에이드,해당없음
에이드_청포도 펄 에이드,음료 및 차류,에이드,해당없음
에이드_청포도에이드,음료 및 차류,에이드,해당없음
에이드_청포도에이드,음료 및 차류,에이드,해당없음
에이드_청포도에이드,음료 및 차류,에이드,해당없음
에이드_체리 레몬 에이드,음료 및 차류,에이드,해당없음
에이드_체리콕,음료 및 차류,에이드,해당없음
에이드_체리콕,음료 및 차류,에이드,해당없음
에이드_포레스트 에이드,음료 및 차류,에이드,해당없음
에이드_폭탄에이드,음료 및 차류,에이드,해당없음
에이드_핑크 용과 레모네이드 병음료,음료 및 차류,에이드,해당없음
에이드_한라 자몽 에이드,음료 및 차류,에이드,해당없음
에이드_한라봉 스파클링 에이드 아이스(ICED),음료 및 차류,에이드,해당없음
에이드_한라봉에이드,음료 및 차류,에이드,해당없음
에이드_히비스엘더에이드,음료 및 차류,에이드,해당없음
연근조림,조림류,연근조림,해당없음
연근조림,조림류,연근조림,해당없음
연근조림,조림류,연근조림,해당없음
연근조림,조림류,연근조림,해당없음
연근조림,조림류,연근조림,해당없음
연근조림,조림류,연근조림,해당없음
연어구이,구이류,연어구이,해당없음
연어롤,밥류,연어롤,해당없음
연잎밥,밥류,연잎밥,해당없음
연포탕,국 및 탕류,연포탕,해당없음
열무김치,김치류,열무김치,해당없음
열무나물,나물·숙채류,열무나물,해당없음
열무나물_된장,나물·숙채류,열무나물,된장
열무나물_된장,나물·숙채류,열무나물,된장
열무나물_된장,나물·숙채류,열무나물,된장
열무물김치,김치류,열무물김치,해당없음
열무얼갈이김치,김치류,열무얼갈이김치,해당없음
영양돌솥밥,밥류,영양돌솥밥,해당없음
영양돌솥밥,밥류,영양돌솥밥,해당없음
영양돌솥밥,밥류,영양돌솥밥,해당없음
오겹살구이_돼지고기,구이류,오겹살구이,돼지고기
오곡밥,밥류,오곡밥,해당없음
오리고기구이,구이류,오리고기구이,해당없음
오리고기로스,구이류,오리고기로스,해당없음
오리백숙,찌개 및 전골류,오리백숙,해당없음
오리백숙,찌개 및 전골류,오리백숙,해당없음
오리백숙_한방,찌개 및 전골류,오리백숙,한방
오리볶음,볶음류,오리볶음,해당없음
오리불고기,구이류,오리불고기,해당없음
오리불고기,구이류,오리불고기,해당없음
오리불고기,구이류,오리불고기,해당없음
오리죽,죽 및 스프류,오리죽,해당없음
오리탕,찌개 및 전골류,오리탕,해당없음
오리탕,찌개 및 전골류,오리탕,해당없음
오므라이스,밥류,오므라이스,해당없음
오므라이스,밥류,오므라이스,해당없음
오므라이스_수플레 오믈렛 라이스,밥류,오므라이스,해당없음
오미자차_감귤 오미자차 핫(HOT),음료 및 차류,오미자차,해당없음
오미자차_감귤오미자차 아이스(ICED),음료 및 차류,오미자차,해당없음
오이김치,김치류,오이김치,해당없음
오이냉국,국 및 탕류,오이냉국,해당없음
오이냉국,국 및 탕류,오이냉국,해당없음
오이무침_부추,생채·무침류,오이무침,부추
오이생채,생채·무침류,오이생채,해당없음
오이생채,생채·무침류,오이생채,해당없음
오이생채_오이,생채·무침류,오이생채,오이
오이생채_오이,생채·무침류,오이생채,오이
오이생채_오이,생채·무침류,오이생채,오이
오이생채_오이_달래,생채·무침류,오이생채,오이
오이생채_오이_달래,생채·무침류,오이생채,오이
오이생채_오이_부추,생채·무침류,오이생채,오이
오이생채_오이_부추,생채·무침류,오이생채,오이
오이생채_오이_부추,생채·무침류,오이생채,오이
오이생채_오이만,생채·무침류,오이생채,오이만
오이소박이,김치류,오이소박이,해당없음
오이소박이,김치류,오이소박이,해당없음
오이장아찌,장아찌·절임류,오이장아찌,해당없음
오이지,장아찌·절임류,오이지,해당없음
오이지,장아찌·절임류,오이지,해당없음
오이지무침,생채·무침류,오이지무침,해당없음
오이지무침,생채·무침류,오이지무침,해당없음
오이지무침,생채·무침류,오이지무침,해당없음
오징어국,국 및 탕류,오징어국,해당없음
오징어국,국 및 탕류,오징어국,해당없음
오징어국,국 및 탕류,오징어국,해당없음
오징어국,국 및 탕류,오징어국,해당없음
오징어무침_채소,생채·무침류,오징어무침,채소
오징어무침_채소,생채·무침류,오징어무침,채소
오징어무침_채소,생채·무침류,오징어무침,채소
오징어무침_채소,생채·무침류,오징어무침,채소
오징어볶음,볶음류,오징어볶음,해당없음
오징어볶음,볶음류,오징어볶음,해당없음
오징어볶음_채소,볶음류,오징어볶음,채소
오징어볶음_채소,볶음류,오징어볶음,채소
오징어볶음_채소,볶음류,오징어볶음,채소
오징어볶음_채소,볶음류,오징어볶음,채소
오징어산적,전·적 및 부침류,오징어산적,해당없음
오징어순대,찜류,오징어순대,해당없음
오징어젓_양념,젓갈류,오징어젓,양념
오징어조림,조림류,오징어조림,해당없음
오징어찌개,찌개 및 전골류,오징어찌개,해당없음
오징어채무침,생채·무침류,오징어채무침,해당없음
오징어채무침_채소,생채·무침류,오징어채무침,채소
오징어채볶음,볶음류,오징어채볶음,해당없음
오징어채볶음,볶음류,오징어채볶음,해당없음
오징어채볶음,볶음류,오징어채볶음,해당없음
오징어채조림,조림류,오징어채조림,해당없음
옥돔구이,구이류,옥돔구이,해당없음
옥수수_찐옥수수,찜류,옥수수,찐옥수수
옥수수구이,구이류,옥수수구이,해당없음
옥수수구이_치즈,구이류,옥수수구이,치즈
올갱이국,국 및 탕류,올갱이국,해당없음
올갱이국수,면 및 만두류,올갱이국수,해당없음
와플_17곡 크로플,빵 및 과자류,와플,해당없음
와플_17곡와플,빵 및 과자류,와플,해당없음
와플_가나슈와플,빵 및 과자류,와플,해당없음
와플_고구마와플,빵 및 과자류,와플,해당없음
와플_그린티 아이스크림 와플,빵 및 과자류,와플,해당없음
와플_꿀호떡 크로플,빵 및 과자류,와플,해당없음
와플_녹차와플&젤라또,빵 및 과자류,와플,해당없음
와플_누텔라,빵 및 과자류,와플,해당없음
와플_누텔라딸기와플,빵 및 과자류,와플,해당없음
와플_누텔라바나나와플,빵 및 과자류,와플,해당없음
와플_누텔라아이스크림,빵 및 과자류,와플,해당없음
와플_누텔라초코와플,빵 및 과자류,와플,해당없음
와플_누텔라크림치즈,빵 및 과자류,와플,해당없음
와플_누텔라키위와플,빵 및 과자류,와플,해당없음
와플_단팥생크림,빵 및 과자류,와플,해당없음
와플_달고나 아이스크림 와플,빵 및 과자류,와플,해당없음
와플_더치카라멜와플,빵 및 과자류,와플,해당없음
와플_돼지바크런치와플,빵 및 과자류,와플,해당없음
와플_딸기 크로플,빵 및 과자류,와플,해당없음
와플_딸기누텔라와플,빵 및 과자류,와플,해당없음
와플_딸기누텔라젤라또와플,빵 및 과자류,와플,해당없음
와플_딸기듬뿍와플,빵 및 과자류,와플,해당없음
와플_딸기범벅젤라또와플,빵 및 과자류,와플,해당없음
와플_딸기와플,빵 및 과자류,와플,해당없음
와플_딸기와플,빵 및 과자류,와플,해당없음
와플_딸기커스타드와플,빵 및 과자류,와플,해당없음
와플_딸기케이크와플,빵 및 과자류,와플,해당없음
와플_딸기크림 크로플,빵 및 과자류,와플,해당없음
와플_라즈베리바나나와플,빵 및 과자류,와플,해당없음
와플_로투스와플,빵 및 과자류,와플,해당없음
와플_리얼초코아이스크림,빵 및 과자류,와플,해당없음
와플_망고범벅와플,빵 및 과자류,와플,해당없음
와플_메이플 와플,빵 및 과자류,와플,해당없음
와플_메이플 월넛 크림치즈 크로플,빵 및 과자류,와플,해당없음
와플_메이플시나몬와플,빵 및 과자류,와플,해당없음
와플_메이플아몬드와플,빵 및 과자류,와플,해당없음
와플_미니와플,빵 및 과자류,와플,해당없음
와플_민트초코 아이스크림 와플,빵 및 과자류,와플,해당없음
와플_민트초코 크로플,빵 및 과자류,와플,해당없음
와플_밀크카라멜와플,빵 및 과자류,와플,해당없음
와플_바나나누텔라,빵 및 과자류,와플,해당없음
와플_바나나누텔라와플,빵 및 과자류,와플,해당없음
와플_바나나생크림누텔라,빵 및 과자류,와플,해당없음
와플_바나나와플,빵 및 과자류,와플,해당없음
와플_바닐라 아이스크림 와플,빵 및 과자류,와플,해당없음
와플_바질 할라피뇨 크림치즈 크로플,빵 및 과자류,와플,해당없음
와플_베리 아이스크림 크로플,빵 및 과자류,와플,해당없음
와플_베리 크림치즈 크로플,빵 및 과자류,와플,해당없음
와플_베리베리와플,빵 및 과자류,와플,해당없음
와플_베리베리젤라또와플,빵 및 과자류,와플,해당없음
와플_베리크런치아이스크림,빵 및 과자류,와플,해당없음
와플_베이컨콘치즈와플,빵 및 과자류,와플,해당없음
와플_벨지움 와플,빵 및 과자류,와플,해당없음
와플_불고기피자와플,빵 및 과자류,와플,해당없음
와플_브라운치즈와플,빵 및 과자류,와플,해당없음
와플_블루베리 크로플,빵 및 과자류,와플,해당없음
와플_블루베리 크림치즈 크로플,빵 및 과자류,와플,해당없음
와플_블루베리범벅와플,빵 및 과자류,와플,해당없음
와플_블루베리생크림,빵 및 과자류,와플,해당없음
와플_블루베리아이스크림,빵 및 과자류,와플,해당없음
와플_블루베리와플,빵 및 과자류,와플,해당없음
와플_블루베리와플,빵 및 과자류,와플,해당없음
와플_블루베리와플&젤라또,빵 및 과자류,와플,해당없음
와플_블루베리젤라또와플,빵 및 과자류,와플,해당없음
와플_블루베리크림치즈와플,빵 및 과자류,와플,해당없음
와플_사과와플,빵 및 과자류,와플,해당없음
와플_생딸기생크림,빵 및 과자류,와플,해당없음
와플_생크림,빵 및 과자류,와플,해당없음
와플_생크림 딸기 망고 와플,빵 및 과자류,와플,해당없음
와플_생크림 딸기 와플,빵 및 과자류,와플,해당없음
와플_생크림 망고 와플,빵 및 과자류,와플,해당없음
와플_생크림 와플,빵 및 과자류,와플,해당없음
와플_생크림 와플,빵 및 과자류,와플,해당없음
와플_생크림 크로플,빵 및 과자류,와플,해당없음
와플_생크림누텔라,빵 및 과자류,와플,해당없음
와플_생크림와플,빵 및 과자류,와플,해당없음
와플_스노우와플,빵 및 과자류,와플,해당없음
와플_스페셜마마와플,빵 및 과자류,와플,해당없음
와플_시나몬 크로플,빵 및 과자류,와플,해당없음
와플_시나몬카라멜와플,빵 및 과자류,와플,해당없음
와플_싸만코젤라또와플,빵 및 과자류,와플,해당없음
와플_아몬드카라멜아이스크림,빵 및 과자류,와플,해당없음
와플_아이스크림 크로플,빵 및 과자류,와플,해당없음
와플_아이스크림 크로플,빵 및 과자류,와플,해당없음
와플_아이스크림 크로플,빵 및 과자류,와플,해당없음
와플_아이스크림와플,빵 및 과자류,와플,해당없음
와플_아이스크림와플,빵 및 과자류,와플,해당없음
와플_아이스크림크로플,빵 및 과자류,와플,해당없음
와플_아이스크림크로플,빵 및 과자류,와플,해당없음
와플_애플 시나몬 크로플,빵 및 과자류,와플,해당없음
와플_애플생크림,빵 및 과자류,와플,해당없음
와플_애플시나몬와플,빵 및 과자류,와플,해당없음
와플_애플시나몬와플,빵 및 과자류,와플,해당없음
와플_오레오누텔라와플,빵 및 과자류,와플,해당없음
와플_오레오누텔라젤라또와플,빵 및 과자류,와플,해당없음
와플_오레오생크림,빵 및 과자류,와플,해당없음
와플_인절미와플,빵 및 과자류,와플,해당없음
와플_젤라또 크로플바,빵 및 과자류,와플,해당없음
